ID,Arenas,Artist,Aspects,BackArt,BackText,Cost,DoubleSided,EpicAction,FoilPrice,FrontArt,FrontText,HP,Keywords,LowFoilPrice,LowPrice,MarketPrice,Name,Number,Power,Rarity,Set,Subtitle,Traits,Type,Unique,VariantType
JTL-221,Space,Christian Papazoglakis,Cunning,,,3,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/221.png,"When Defeated: Choose an opponent. For this phase, they may play this unit from its owner's discard pile for free.",5,,,6.50,6.84,Stolen AT-Hauler,221,4,Legendary,JTL,,UNDERWORLD;VEHICLE;TRANSPORT,Unit,False,Normal
JTL-483,Space,Christian Papazoglakis,Cunning,,,3,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/483.png,"When Defeated: Choose an opponent. For this phase, they may play this unit from its owner's discard pile for free.",5,,,6.56,8.29,Stolen AT-Hauler,483,4,Legendary,JTL,,UNDERWORLD;VEHICLE;TRANSPORT,Unit,False,Hyperspace
JTL-719,Space,Christian Papazoglakis,Cunning,,,3,False,,26.91,https://cdn.swu-db.com/images/cards/JTL/719.png,"When Defeated: Choose an opponent. For this phase, they may play this unit from its owner's discard pile for free.",5,,4.07,,5.51,Stolen AT-Hauler,719,4,Legendary,JTL,,UNDERWORLD;VEHICLE;TRANSPORT,Unit,False,Foil
JTL-955,Space,Christian Papazoglakis,Cunning,,,3,False,,89.88,https://cdn.swu-db.com/images/cards/JTL/955.png,"When Defeated: Choose an opponent. For this phase, they may play this unit from its owner's discard pile for free.",5,,7.00,,8.06,Stolen AT-Hauler,955,4,Legendary,JTL,,UNDERWORLD;VEHICLE;TRANSPORT,Unit,False,Hyperspace Foil
JTL-255,Ground,Aitor Prieto,,,,1,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/255.png,Piloting [C=1] (You may play this as an upgrade on a friendly Vehicle without a pilot.),1,Piloting,,0.04,0.06,Sullustan Spacer,255,1,Common,JTL,,FRINGE;PILOT,Unit,False,Normal
JTL-517,Ground,Aitor Prieto,,,,1,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/517.png,Piloting [C=1] (You may play this as an upgrade on a friendly Vehicle without a pilot.),1,Piloting,,0.09,0.18,Sullustan Spacer,517,1,Common,JTL,,FRINGE;PILOT,Unit,False,Hyperspace
JTL-753,Ground,Aitor Prieto,,,,1,False,,0.63,https://cdn.swu-db.com/images/cards/JTL/753.png,Piloting [C=1] (You may play this as an upgrade on a friendly Vehicle without a pilot.),1,Piloting,0.05,,0.18,Sullustan Spacer,753,1,Common,JTL,,FRINGE;PILOT,Unit,False,Foil
JTL-989,Ground,Aitor Prieto,,,,1,False,,4.50,https://cdn.swu-db.com/images/cards/JTL/989.png,Piloting [C=1] (You may play this as an upgrade on a friendly Vehicle without a pilot.),1,Piloting,0.15,,0.19,Sullustan Spacer,989,1,Common,JTL,,FRINGE;PILOT,Unit,False,Hyperspace Foil
JTL-227,,JB Casacop,Cunning,,,2,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/227.png,"Attach to a Capital Ship or Transport unit.
Attached unit gains: “On Attack: You may exhaust a non-leader unit the defending player controls. If you do, deal indirect damage equal to its power to that player.”",,,,0.10,0.37,Superheavy Ion Cannon,227,,Rare,JTL,,MODIFICATION;WEAPON,Upgrade,False,Normal
JTL-489,,JB Casacop,Cunning,,,2,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/489.png,"Attach to a Capital Ship or Transport unit.
Attached unit gains: “On Attack: You may exhaust a non-leader unit the defending player controls. If you do, deal indirect damage equal to its power to that player.”",,,,0.59,0.82,Superheavy Ion Cannon,489,,Rare,JTL,,MODIFICATION;WEAPON,Upgrade,False,Hyperspace
JTL-725,,JB Casacop,Cunning,,,2,False,,5.00,https://cdn.swu-db.com/images/cards/JTL/725.png,"Attach to a Capital Ship or Transport unit.
Attached unit gains: “On Attack: You may exhaust a non-leader unit the defending player controls. If you do, deal indirect damage equal to its power to that player.”",,,0.05,,0.27,Superheavy Ion Cannon,725,,Rare,JTL,,MODIFICATION;WEAPON,Upgrade,False,Foil
JTL-961,,JB Casacop,Cunning,,,2,False,,10.99,https://cdn.swu-db.com/images/cards/JTL/961.png,"Attach to a Capital Ship or Transport unit.
Attached unit gains: “On Attack: You may exhaust a non-leader unit the defending player controls. If you do, deal indirect damage equal to its power to that player.”",,,1.79,,2.31,Superheavy Ion Cannon,961,,Rare,JTL,,MODIFICATION;WEAPON,Upgrade,False,Hyperspace Foil
JTL-160,Space,Eric Hibbeler,Aggression,,,2,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/160.png,On Attack: You may give a ground unit +2/+0 for this phase.,2,,,0.03,0.08,Supporting Eta-2,160,2,Common,JTL,,REPUBLIC;VEHICLE;FIGHTER,Unit,False,Normal
JTL-422,Space,Eric Hibbeler,Aggression,,,2,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/422.png,On Attack: You may give a ground unit +2/+0 for this phase.,2,,,0.10,0.19,Supporting Eta-2,422,2,Common,JTL,,REPUBLIC;VEHICLE;FIGHTER,Unit,False,Hyperspace
JTL-658,Space,Eric Hibbeler,Aggression,,,2,False,,1.98,https://cdn.swu-db.com/images/cards/JTL/658.png,On Attack: You may give a ground unit +2/+0 for this phase.,2,,0.02,,0.09,Supporting Eta-2,658,2,Common,JTL,,REPUBLIC;VEHICLE;FIGHTER,Unit,False,Foil
JTL-894,Space,Eric Hibbeler,Aggression,,,2,False,,3.45,https://cdn.swu-db.com/images/cards/JTL/894.png,On Attack: You may give a ground unit +2/+0 for this phase.,2,,0.17,,0.26,Supporting Eta-2,894,2,Common,JTL,,REPUBLIC;VEHICLE;FIGHTER,Unit,False,Hyperspace Foil
JTL-256,Space,Fernando Correa,,,,2,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/256.png,"A deck can have up to 15 copies of this card. 
This unit gets +1/+0 for each other friendly Swarming Vulture Droid.",2,,,0.04,0.16,Swarming Vulture Droid,256,2,Common,JTL,,SEPARATIST;DROID;VEHICLE;FIGHTER,Unit,False,Normal
JTL-518,Space,Fernando Correa,,,,2,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/518.png,"A deck can have up to 15 copies of this card. 
This unit gets +1/+0 for each other friendly Swarming Vulture Droid.",2,,,0.08,0.23,Swarming Vulture Droid,518,2,Common,JTL,,SEPARATIST;DROID;VEHICLE;FIGHTER,Unit,False,Hyperspace
JTL-754,Space,Fernando Correa,,,,2,False,,1.97,https://cdn.swu-db.com/images/cards/JTL/754.png,"A deck can have up to 15 copies of this card. 
This unit gets +1/+0 for each other friendly Swarming Vulture Droid.",2,,0.05,,0.12,Swarming Vulture Droid,754,2,Common,JTL,,SEPARATIST;DROID;VEHICLE;FIGHTER,Unit,False,Foil
JTL-990,Space,Fernando Correa,,,,2,False,,3.74,https://cdn.swu-db.com/images/cards/JTL/990.png,"A deck can have up to 15 copies of this card. 
This unit gets +1/+0 for each other friendly Swarming Vulture Droid.",2,,0.08,,0.42,Swarming Vulture Droid,990,2,Common,JTL,,SEPARATIST;DROID;VEHICLE;FIGHTER,Unit,False,Hyperspace Foil
JTL-233,,Benjamin Paulus,Cunning,,,3,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/233.png,Return up to 2 non-leader units in the same arena with a combined cost 3 or less to their owners' hands.,,,,0.05,0.07,Sweep the Area,233,,Uncommon,JTL,,TACTIC,Event,False,Normal
JTL-495,,Benjamin Paulus,Cunning,,,3,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/495.png,Return up to 2 non-leader units in the same arena with a combined cost 3 or less to their owners' hands.,,,,0.09,0.19,Sweep the Area,495,,Uncommon,JTL,,TACTIC,Event,False,Hyperspace
JTL-731,,Benjamin Paulus,Cunning,,,3,False,,2.98,https://cdn.swu-db.com/images/cards/JTL/731.png,Return up to 2 non-leader units in the same arena with a combined cost 3 or less to their owners' hands.,,,0.10,,0.14,Sweep the Area,731,,Uncommon,JTL,,TACTIC,Event,False,Foil
JTL-967,,Benjamin Paulus,Cunning,,,3,False,,9.97,https://cdn.swu-db.com/images/cards/JTL/967.png,Return up to 2 non-leader units in the same arena with a combined cost 3 or less to their owners' hands.,,,0.19,,0.47,Sweep the Area,967,,Uncommon,JTL,,TACTIC,Event,False,Hyperspace Foil
JTL-175,,Sebastián Guidobono,Aggression,,,1,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/175.png,"Defeat a non-leader upgrade attached to a unit. If you do, deal 1 damage to that unit.",,,,0.03,0.07,System Shock,175,,Common,JTL,,TACTIC,Event,False,Normal
JTL-437,,Sebastián Guidobono,Aggression,,,1,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/437.png,"Defeat a non-leader upgrade attached to a unit. If you do, deal 1 damage to that unit.",,,,0.10,0.24,System Shock,437,,Common,JTL,,TACTIC,Event,False,Hyperspace
JTL-673,,Sebastián Guidobono,Aggression,,,1,False,,2.00,https://cdn.swu-db.com/images/cards/JTL/673.png,"Defeat a non-leader upgrade attached to a unit. If you do, deal 1 damage to that unit.",,,0.10,,0.15,System Shock,673,,Common,JTL,,TACTIC,Event,False,Foil
JTL-909,,Sebastián Guidobono,Aggression,,,1,False,,3.45,https://cdn.swu-db.com/images/cards/JTL/909.png,"Defeat a non-leader upgrade attached to a unit. If you do, deal 1 damage to that unit.",,,0.18,,0.26,System Shock,909,,Common,JTL,,TACTIC,Event,False,Hyperspace Foil
JTL-087,Space,Shane Molina,Command;Villainy,,,4,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/087.png,"Ambush (When you play this unit, it may attack an enemy unit.)
When Played/When Defeated: Create a TIE Fighter token.",3,Ambush,,0.05,0.12,TIE Ambush Squadron,087,2,Common,JTL,,IMPERIAL;VEHICLE;FIGHTER,Unit,False,Normal
JTL-349,Space,Shane Molina,Command;Villainy,,,4,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/349.png,"Ambush (When you play this unit, it may attack an enemy unit.)
When Played/When Defeated: Create a TIE Fighter token.",3,Ambush,,0.20,0.28,TIE Ambush Squadron,349,2,Common,JTL,,IMPERIAL;VEHICLE;FIGHTER,Unit,False,Hyperspace
JTL-585,Space,Shane Molina,Command;Villainy,,,4,False,,0.50,https://cdn.swu-db.com/images/cards/JTL/585.png,"Ambush (When you play this unit, it may attack an enemy unit.)
When Played/When Defeated: Create a TIE Fighter token.",3,Ambush,0.05,,0.16,TIE Ambush Squadron,585,2,Common,JTL,,IMPERIAL;VEHICLE;FIGHTER,Unit,False,Foil
JTL-821,Space,Shane Molina,Command;Villainy,,,4,False,,3.56,https://cdn.swu-db.com/images/cards/JTL/821.png,"Ambush (When you play this unit, it may attack an enemy unit.)
When Played/When Defeated: Create a TIE Fighter token.",3,Ambush,0.35,,0.79,TIE Ambush Squadron,821,2,Common,JTL,,IMPERIAL;VEHICLE;FIGHTER,Unit,False,Hyperspace Foil
JTL-237,Space,Amad Mir,Villainy,,,2,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/237.png,On Attack: Deal 3 indirect damage to the defending player. (They assign 3 unpreventable damage among their base and units.),4,,,0.04,0.14,TIE Bomber,237,0,Common,JTL,,IMPERIAL;VEHICLE;FIGHTER,Unit,False,Normal
JTL-499,Space,Amad Mir,Villainy,,,2,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/499.png,On Attack: Deal 3 indirect damage to the defending player. (They assign 3 unpreventable damage among their base and units.),4,,,0.23,0.56,TIE Bomber,499,0,Common,JTL,,IMPERIAL;VEHICLE;FIGHTER,Unit,False,Hyperspace
JTL-735,Space,Amad Mir,Villainy,,,2,False,,0.50,https://cdn.swu-db.com/images/cards/JTL/735.png,On Attack: Deal 3 indirect damage to the defending player. (They assign 3 unpreventable damage among their base and units.),4,,0.08,,0.17,TIE Bomber,735,0,Common,JTL,,IMPERIAL;VEHICLE;FIGHTER,Unit,False,Foil
JTL-971,Space,Amad Mir,Villainy,,,2,False,,5.00,https://cdn.swu-db.com/images/cards/JTL/971.png,On Attack: Deal 3 indirect damage to the defending player. (They assign 3 unpreventable damage among their base and units.),4,,1.78,,1.78,TIE Bomber,971,0,Common,JTL,,IMPERIAL;VEHICLE;FIGHTER,Unit,False,Hyperspace Foil
JTL-239,Space,Francois Cannels,Villainy,,,3,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/239.png,When Played: You may deal 2 damage to a damaged unit.,2,,,0.02,0.11,TIE Dagger Vanguard,239,2,Common,JTL,,FIRST ORDER;SITH;VEHICLE;FIGHTER,Unit,False,Normal
JTL-501,Space,Francois Cannels,Villainy,,,3,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/501.png,When Played: You may deal 2 damage to a damaged unit.,2,,,0.18,0.34,TIE Dagger Vanguard,501,2,Common,JTL,,FIRST ORDER;SITH;VEHICLE;FIGHTER,Unit,False,Hyperspace
JTL-737,Space,Francois Cannels,Villainy,,,3,False,,1.98,https://cdn.swu-db.com/images/cards/JTL/737.png,When Played: You may deal 2 damage to a damaged unit.,2,,0.04,,0.16,TIE Dagger Vanguard,737,2,Common,JTL,,FIRST ORDER;SITH;VEHICLE;FIGHTER,Unit,False,Foil
JTL-973,Space,Francois Cannels,Villainy,,,3,False,,3.48,https://cdn.swu-db.com/images/cards/JTL/973.png,When Played: You may deal 2 damage to a damaged unit.,2,,0.18,,0.52,TIE Dagger Vanguard,973,2,Common,JTL,,FIRST ORDER;SITH;VEHICLE;FIGHTER,Unit,False,Hyperspace Foil
JTL-152,Space,Amad Mir,Aggression;Heroism,,,5,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/152.png,"On Attack: Deal indirect damage equal to this unit's power to the defending player. If a base is damaged this way, draw a card. (That player assigns that much unpreventable damage among their base and units.)",5,,,0.25,0.58,Tactical Heavy Bomber,152,3,Rare,JTL,,RESISTANCE;VEHICLE;TRANSPORT,Unit,False,Normal
JTL-414,Space,Amad Mir,Aggression;Heroism,,,5,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/414.png,"On Attack: Deal indirect damage equal to this unit's power to the defending player. If a base is damaged this way, draw a card. (That player assigns that much unpreventable damage among their base and units.)",5,,,0.25,0.94,Tactical Heavy Bomber,414,3,Rare,JTL,,RESISTANCE;VEHICLE;TRANSPORT,Unit,False,Hyperspace
JTL-650,Space,Amad Mir,Aggression;Heroism,,,5,False,,5.80,https://cdn.swu-db.com/images/cards/JTL/650.png,"On Attack: Deal indirect damage equal to this unit's power to the defending player. If a base is damaged this way, draw a card. (That player assigns that much unpreventable damage among their base and units.)",5,,0.12,,0.42,Tactical Heavy Bomber,650,3,Rare,JTL,,RESISTANCE;VEHICLE;TRANSPORT,Unit,False,Foil
JTL-886,Space,Amad Mir,Aggression;Heroism,,,5,False,,8.98,https://cdn.swu-db.com/images/cards/JTL/886.png,"On Attack: Deal indirect damage equal to this unit's power to the defending player. If a base is damaged this way, draw a card. (That player assigns that much unpreventable damage among their base and units.)",5,,1.52,,2.26,Tactical Heavy Bomber,886,3,Rare,JTL,,RESISTANCE;VEHICLE;TRANSPORT,Unit,False,Hyperspace Foil
JTL-035,Ground,Tatsiana Maksimuk,Vigilance;Villainy,,,3,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/035.png,"Piloting [C=2 Vigilance Villainy] (You may play this as an upgrade on a friendly Vehicle without a Pilot.)
Attached unit gains: ""On Attack: Give an enemy unit in this arena -1/-1 for this phase.""",5,Piloting,,0.15,0.27,Tam Ryvora,035,2,Rare,JTL,,FIRST ORDER;PILOT,Unit,False,Normal
JTL-297,Ground,Tatsiana Maksimuk,Vigilance;Villainy,,,3,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/297.png,"Piloting [C=2 Vigilance Villainy] (You may play this as an upgrade on a friendly Vehicle without a Pilot.)
Attached unit gains: ""On Attack: Give an enemy unit in this arena -1/-1 for this phase.""",5,Piloting,,0.25,0.43,Tam Ryvora,297,2,Rare,JTL,,FIRST ORDER;PILOT,Unit,False,Hyperspace
JTL-533,Ground,Tatsiana Maksimuk,Vigilance;Villainy,,,3,False,,4.00,https://cdn.swu-db.com/images/cards/JTL/533.png,"Piloting [C=2 Vigilance Villainy] (You may play this as an upgrade on a friendly Vehicle without a Pilot.)
Attached unit gains: ""On Attack: Give an enemy unit in this arena -1/-1 for this phase.""",5,Piloting,0.03,,0.24,Tam Ryvora,533,2,Rare,JTL,,FIRST ORDER;PILOT,Unit,False,Foil
JTL-769,Ground,Tatsiana Maksimuk,Vigilance;Villainy,,,3,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/769.png,"Piloting [C=2 Vigilance Villainy] (You may play this as an upgrade on a friendly Vehicle without a Pilot.)
Attached unit gains: ""On Attack: Give an enemy unit in this arena -1/-1 for this phase.""",5,Piloting,0.35,,1.12,Tam Ryvora,769,2,Rare,JTL,,FIRST ORDER;PILOT,Unit,False,Hyperspace Foil
JTL-124,,EJ Dela Cruz,Command,,,1,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/124.png,"Attack with a space unit. If you do, attack with a ground unit, and that ground unit gets +2/+0 for this attack.",,,,0.02,0.06,Tandem Assault,124,,Common,JTL,,TACTIC,Event,False,Normal
JTL-386,,EJ Dela Cruz,Command,,,1,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/386.png,"Attack with a space unit. If you do, attack with a ground unit, and that ground unit gets +2/+0 for this attack.",,,,0.11,0.28,Tandem Assault,386,,Common,JTL,,TACTIC,Event,False,Hyperspace
JTL-622,,EJ Dela Cruz,Command,,,1,False,,0.50,https://cdn.swu-db.com/images/cards/JTL/622.png,"Attack with a space unit. If you do, attack with a ground unit, and that ground unit gets +2/+0 for this attack.",,,0.05,,0.16,Tandem Assault,622,,Common,JTL,,TACTIC,Event,False,Foil
JTL-858,,EJ Dela Cruz,Command,,,1,False,,3.50,https://cdn.swu-db.com/images/cards/JTL/858.png,"Attack with a space unit. If you do, attack with a ground unit, and that ground unit gets +2/+0 for this attack.",,,0.08,,0.23,Tandem Assault,858,,Common,JTL,,TACTIC,Event,False,Hyperspace Foil
JTL-1050,Space,Francois Cannels,Heroism,,,7,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/1050.png,"Sentinel (Units in this arena can't attack your non-Sentinel units or your base.)
When Played: Create an X-Wing token.",7,Sentinel,,2.30,2.98,Tantive IV,1050,5,Uncommon,JTL,Fleeing the Empire,REBEL;VEHICLE;CAPITAL SHIP,Unit,True,Prestige
JTL-1086,Space,Francois Cannels,Heroism,,,7,False,,19.98,https://cdn.swu-db.com/images/cards/JTL/1086.png,"Sentinel (Units in this arena can't attack your non-Sentinel units or your base.)
When Played: Create an X-Wing token.",7,Sentinel,4.00,,5.17,Tantive IV,1086,5,Uncommon,JTL,Fleeing the Empire,REBEL;VEHICLE;CAPITAL SHIP,Unit,True,Prestige Foil
JTL-1122,Space,Francois Cannels,Heroism,,,7,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/1122.png,"Sentinel (Units in this arena can't attack your non-Sentinel units or your base.)
When Played: Create an X-Wing token.",7,Sentinel,300.00,,365.00,Tantive IV,1122,5,Uncommon,JTL,Fleeing the Empire,REBEL;VEHICLE;CAPITAL SHIP,Unit,True,Prestige Serialized
JTL-252,Space,Francois Cannels,Heroism,,,7,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/252.png,"Sentinel (Units in this arena can't attack your non-Sentinel units or your base.)
When Played: Create an X-Wing token.",7,Sentinel,,0.05,0.13,Tantive IV,252,5,Uncommon,JTL,Fleeing the Empire,REBEL;VEHICLE;CAPITAL SHIP,Unit,True,Normal
JTL-514,Space,Francois Cannels,Heroism,,,7,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/514.png,"Sentinel (Units in this arena can't attack your non-Sentinel units or your base.)
When Played: Create an X-Wing token.",7,Sentinel,,0.14,0.36,Tantive IV,514,5,Uncommon,JTL,Fleeing the Empire,REBEL;VEHICLE;CAPITAL SHIP,Unit,True,Hyperspace
JTL-750,Space,Francois Cannels,Heroism,,,7,False,,2.98,https://cdn.swu-db.com/images/cards/JTL/750.png,"Sentinel (Units in this arena can't attack your non-Sentinel units or your base.)
When Played: Create an X-Wing token.",7,Sentinel,0.07,,0.15,Tantive IV,750,5,Uncommon,JTL,Fleeing the Empire,REBEL;VEHICLE;CAPITAL SHIP,Unit,True,Foil
JTL-986,Space,Francois Cannels,Heroism,,,7,False,,9.95,https://cdn.swu-db.com/images/cards/JTL/986.png,"Sentinel (Units in this arena can't attack your non-Sentinel units or your base.)
When Played: Create an X-Wing token.",7,Sentinel,0.25,,0.72,Tantive IV,986,5,Uncommon,JTL,Fleeing the Empire,REBEL;VEHICLE;CAPITAL SHIP,Unit,True,Hyperspace Foil
JTL-171,,Fernando Correa,Aggression,,,1,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/171.png,Attached unit gains: “You assign all indirect damage dealt by this unit.”,,,,0.18,0.35,Targeting Computer,171,,Rare,JTL,,ITEM;MODIFICATION,Upgrade,False,Normal
JTL-433,,Fernando Correa,Aggression,,,1,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/433.png,Attached unit gains: “You assign all indirect damage dealt by this unit.”,,,,0.25,0.67,Targeting Computer,433,,Rare,JTL,,ITEM;MODIFICATION,Upgrade,False,Hyperspace
JTL-669,,Fernando Correa,Aggression,,,1,False,,5.91,https://cdn.swu-db.com/images/cards/JTL/669.png,Attached unit gains: “You assign all indirect damage dealt by this unit.”,,,0.13,,0.39,Targeting Computer,669,,Rare,JTL,,ITEM;MODIFICATION,Upgrade,False,Foil
JTL-905,,Fernando Correa,Aggression,,,1,False,,5.88,https://cdn.swu-db.com/images/cards/JTL/905.png,Attached unit gains: “You assign all indirect damage dealt by this unit.”,,,0.85,,0.92,Targeting Computer,905,,Rare,JTL,,ITEM;MODIFICATION,Upgrade,False,Hyperspace Foil
JTL-190,Space,French Carlomagno,Cunning;Villainy,,,5,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/190.png,"Shielded (When you play this unit, give a Shield token to it.)",6,Shielded,,0.01,0.06,Techno Union Transport,190,4,Common,JTL,,SEPARATIST;VEHICLE;TRANSPORT,Unit,False,Normal
JTL-452,Space,French Carlomagno,Cunning;Villainy,,,5,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/452.png,"Shielded (When you play this unit, give a Shield token to it.)",6,Shielded,,0.10,0.17,Techno Union Transport,452,4,Common,JTL,,SEPARATIST;VEHICLE;TRANSPORT,Unit,False,Hyperspace
JTL-688,Space,French Carlomagno,Cunning;Villainy,,,5,False,,0.48,https://cdn.swu-db.com/images/cards/JTL/688.png,"Shielded (When you play this unit, give a Shield token to it.)",6,Shielded,0.05,,0.12,Techno Union Transport,688,4,Common,JTL,,SEPARATIST;VEHICLE;TRANSPORT,Unit,False,Foil
JTL-924,Space,French Carlomagno,Cunning;Villainy,,,5,False,,3.49,https://cdn.swu-db.com/images/cards/JTL/924.png,"Shielded (When you play this unit, give a Shield token to it.)",6,Shielded,0.14,,0.27,Techno Union Transport,924,4,Common,JTL,,SEPARATIST;VEHICLE;TRANSPORT,Unit,False,Hyperspace Foil
JTL-053,Space,David Buisan,Vigilance;Heroism,,,5,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/053.png,"Each other friendly Spectre unit gains this unit's Keywords. 
While this unit is upgraded, it gains Sentinel.",6,Keywords;Sentinel,,4.00,4.35,The Ghost,053,5,Legendary,JTL,Heart of the Family,REBEL;VEHICLE;TRANSPORT;SPECTRE,Unit,True,Normal
JTL-1020,Space,David Buisan,Vigilance;Heroism,,,5,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/1020.png,"Each other friendly Spectre unit gains this unit's Keywords. 
While this unit is upgraded, it gains Sentinel.",6,Keywords;Sentinel,,5.00,6.06,The Ghost,1020,5,Legendary,JTL,Heart of the Family,REBEL;VEHICLE;TRANSPORT;SPECTRE,Unit,True,Prestige
JTL-1056,Space,David Buisan,Vigilance;Heroism,,,5,False,,77.75,https://cdn.swu-db.com/images/cards/JTL/1056.png,"Each other friendly Spectre unit gains this unit's Keywords. 
While this unit is upgraded, it gains Sentinel.",6,Keywords;Sentinel,7.35,,7.47,The Ghost,1056,5,Legendary,JTL,Heart of the Family,REBEL;VEHICLE;TRANSPORT;SPECTRE,Unit,True,Prestige Foil
JTL-1092,Space,David Buisan,Vigilance;Heroism,,,5,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/1092.png,"Each other friendly Spectre unit gains this unit's Keywords. 
While this unit is upgraded, it gains Sentinel.",6,Keywords;Sentinel,439.99,,439.99,The Ghost,1092,5,Legendary,JTL,Heart of the Family,REBEL;VEHICLE;TRANSPORT;SPECTRE,Unit,True,Prestige Serialized
JTL-315,Space,David Buisan,Vigilance;Heroism,,,5,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/315.png,"Each other friendly Spectre unit gains this unit's Keywords. 
While this unit is upgraded, it gains Sentinel.",6,Keywords;Sentinel,,2.99,4.28,The Ghost,315,5,Legendary,JTL,Heart of the Family,REBEL;VEHICLE;TRANSPORT;SPECTRE,Unit,True,Hyperspace
JTL-551,Space,David Buisan,Vigilance;Heroism,,,5,False,,19.99,https://cdn.swu-db.com/images/cards/JTL/551.png,"Each other friendly Spectre unit gains this unit's Keywords. 
While this unit is upgraded, it gains Sentinel.",6,Keywords;Sentinel,2.25,,3.56,The Ghost,551,5,Legendary,JTL,Heart of the Family,REBEL;VEHICLE;TRANSPORT;SPECTRE,Unit,True,Foil
JTL-787,Space,David Buisan,Vigilance;Heroism,,,5,False,,40.00,https://cdn.swu-db.com/images/cards/JTL/787.png,"Each other friendly Spectre unit gains this unit's Keywords. 
While this unit is upgraded, it gains Sentinel.",6,Keywords;Sentinel,3.00,,4.35,The Ghost,787,5,Legendary,JTL,Heart of the Family,REBEL;VEHICLE;TRANSPORT;SPECTRE,Unit,True,Hyperspace Foil
JTL-089,Space,Kursad Karatas,Command;Villainy,,,6,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/089.png,"When Played/When this unit completes an attack (and survives): You may search the top 8 cards of your deck for a Droid unit, reveal it, and draw it. If it costs 2 or less, you may play it for free. (Put the other cards on the bottom of your deck in a random order.)",6,,,0.84,1.40,The Invisible Hand,089,6,Rare,JTL,Crawling With Vultures,SEPARATIST;VEHICLE;CAPITAL SHIP,Unit,True,Normal
JTL-1024,Space,Kursad Karatas,Command;Villainy,,,6,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/1024.png,"When Played/When this unit completes an attack (and survives): You may search the top 8 cards of your deck for a Droid unit, reveal it, and draw it. If it costs 2 or less, you may play it for free. (Put the other cards on the bottom of your deck in a random order.)",6,,,3.49,4.03,The Invisible Hand,1024,6,Rare,JTL,Crawling With Vultures,SEPARATIST;VEHICLE;CAPITAL SHIP,Unit,True,Prestige
JTL-1060,Space,Kursad Karatas,Command;Villainy,,,6,False,,30.00,https://cdn.swu-db.com/images/cards/JTL/1060.png,"When Played/When this unit completes an attack (and survives): You may search the top 8 cards of your deck for a Droid unit, reveal it, and draw it. If it costs 2 or less, you may play it for free. (Put the other cards on the bottom of your deck in a random order.)",6,,4.00,,4.87,The Invisible Hand,1060,6,Rare,JTL,Crawling With Vultures,SEPARATIST;VEHICLE;CAPITAL SHIP,Unit,True,Prestige Foil
JTL-1096,Space,Kursad Karatas,Command;Villainy,,,6,False,,0.00,https://cdn.swu-db.com/images/cards/JTL/1096.png,"When Played/When this unit completes an attack (and survives): You may search the top 8 cards of your deck for a Droid unit, reveal it, and draw it. If it costs 2 or less, you may play it for free. (Put the other cards on the bottom of your deck in a random order.)",6,,360.00,,369.99,The Invisible Hand,1096,6,Rare,JTL,Crawling With Vultures,SEPARATIST;VEHICLE;CAPITAL SHIP,Unit,True,Prestige Serialized
